-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,2.18672e-16,-0.00139922,0.00360119,-0.00396741,-0,-0.00103763,-0.00122074,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,2.18672e-16,-0.00320525,0.00799587,-0.00891144,-0,-0.00231941,-0.00292978,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,2.18672e-16,-0.00553911,0.0140386,-0.0156867,-0,-0.00402845,-0.00524919,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,2.18672e-16,-0.00850401,0.0216075,-0.0242323,-3.10566e-35,-0.00622579,-0.00811795,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,0.00018033,-0.01199,0.0306418,-0.0345487,0.000183111,-0.0088504,-0.0115971,3.82893e-05,0,0,0,0,0.0671098,-7.97973e-17,-7.97973e-17,-7.97973e-17,-7.97973e-17
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,0.00018033,-0.0162044,0.0410198,-0.0464534,0.000183111,-0.0118413,-0.0155646,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,0.00018033,-0.0208258,0.0527421,-0.0599473,0.000183111,-0.0152594,-0.0200205,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,0.00018033,-0.0260592,0.0656266,-0.074971,0.000183111,-0.0189828,-0.0249648,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,0.00018033,-0.03169,0.0796133,-0.0914653,0.000183111,-0.0230115,-0.0303366,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,2.18672e-16,-0.0378174,0.0947038,-0.109311,0.000183111,-0.0274065,-0.0360748,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-3.54059e-10,-0.0444351,0.110717,-0.128449,-9.15558e-05,-0.0320458,-0.0422408,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.000371258,-0.0514338,0.127593,-0.148885,-0.000366222,-0.0369295,-0.0486513,3.82893e-05,0,0,0,0,0.0671098,-2.77556e-17,-2.77556e-17,-2.77556e-17,-2.77556e-17
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.000671808,-0.0588082,0.145213,-0.170438,-0.000640889,-0.0420576,-0.0554287,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.00105366,-0.0665531,0.16364,-0.193177,-0.000915555,-0.0473692,-0.062451,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.00154514,-0.0746625,0.182632,-0.216923,-0.00137333,-0.0528642,-0.0697184,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.00210733,-0.083131,0.202132,-0.241623,-0.00183111,-0.0585429,-0.077231,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.00277914,-0.0918527,0.222143,-0.267221,-0.00244148,-0.064375,-0.0849592,3.82893e-05,0,0,0,0,0.0671098,2.77556e-17,2.77556e-17,2.77556e-17,2.77556e-17
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.00353225,-0.100824,0.242545,-0.293666,-0.00305186,-0.070207,-0.0926874,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.0044551,-0.110138,0.263218,-0.320904,-0.00390638,-0.0762544,-0.100632,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.00544865,-0.119594,0.284044,-0.348884,-0.0047609,-0.0823019,-0.108577,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.00662254,-0.129287,0.305057,-0.377431,-0.00582905,-0.0883493,-0.116608,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.00792726,-0.139116,0.326074,-0.406617,-0.00689721,-0.0944196,-0.124639,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.00935219,-0.149079,0.347087,-0.436265,-0.00820951,-0.10049,-0.13267,3.82893e-05,0,0,0,0,0.0671098,-1.0713e-33,-1.0713e-33,-1.0713e-33,-1.0713e-33
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.0109681,-0.159172,0.36799,-0.466325,-0.00952183,-0.10656,-0.140624,3.82893e-05,0,0,0,0,0.0671098,-2.22045e-16,-2.22045e-16,-2.22045e-16,-2.22045e-16
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.0127042,-0.169395,0.388622,-0.496808,-0.0111393,-0.112551,-0.148579,3.82893e-05,0,0,0,0,0.0671098,-1.66533e-16,-1.66533e-16,-1.66533e-16,-1.66533e-16
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.0146206,-0.179651,0.408985,-0.527535,-0.0127568,-0.11839,-0.156353,3.82893e-05,0,0,0,0,0.0671098,-0,-0,-0,-0
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.016728,-0.189986,0.429016,-0.558518,-0.0146796,-0.124229,-0.164007,3.82893e-05,0,0,0,0,0.0671098,1.11022e-16,1.11022e-16,1.11022e-16,1.11022e-16
-0,5.55112e-17,-0,-0,5.55112e-17,-0,-0,9.63784e-18,1.66448e-05,-0,-0,-0,-0,-0,-0.0190263,-0.200321,0.448527,-0.589702,-0.0166023,-0.129856,-0.17148,3.82893e-05,0,0,0,0,0.0671098,-1.11022e-16,-1.11022e-16,-1.11022e-16,-1.11022e-16
